Point ID,Points_m_XYZ_0,Points_m_XYZ_1,Points_m_XYZ_2,Points_m_XYZ_Magnitude,adjustedtime,azimuth,distance_m,intensity,laser_id,timestamp,vertical_angle
10177,7.99984,-6.76278,1.28621,10.554,628284345,13021,10.554,68,7,628284345,7
10178,8.03503,-6.79494,-1.29206,10.602,628284347,13022,10.602,37,8,628284347,-7
10179,7.99905,-6.76691,1.65946,10.608,628284349,13023,10.608,66,9,628284349,9
10180,8.01623,-6.78143,-0.918622,10.54,628284352,13023,10.54,87,10,628284352,-5
10181,7.98326,-6.75594,2.03288,10.654,628284354,13024,10.654,39,11,628284354,11
10182,8.00906,-6.78017,-0.549946,10.508,628284356,13025,10.508,84,12,628284356,-3
10183,7.99179,-6.76795,2.41777,10.748,628284359,13026,10.748,41,13,628284359,13
10184,8.0073,-6.78348,-0.18318,10.496,628284361,13027,10.496,66,14,628284361,-1
10185,7.9818,-6.76187,2.80301,10.83,628284363,13027,10.83,36,15,628284363,15
10186,4.49926,-3.82241,-1.5819,6.112,628284384,13035,6.112,2,0,628284384,-15
10187,7.97073,-6.77403,0.182587,10.462,628284386,13036,10.462,73,1,628284386,1
10188,5.22169,-4.4393,-1.58231,7.034,628284388,13037,7.034,11,2,628284388,-13
10189,7.9781,-6.78269,0.548795,10.486,628284391,13037,10.486,70,3,628284391,3
10190,6.18255,-5.25804,-1.57761,8.268,628284393,13038,8.268,8,4,628284393,-11
10191,7.96084,-6.77281,0.914438,10.492,628284395,13039,10.492,64,5,628284395,5
10192,7.43588,-6.32843,-1.54651,9.886,628284398,13040,9.886,7,6,628284398,-9
10193,7.95804,-6.77522,1.28328,10.53,628284400,13041,10.53,65,7,628284400,7
10194,7.99464,-6.80879,-1.28938,10.58,628284402,13042,10.58,34,8,628284402,-7
10195,7.96185,-6.78326,1.65664,10.59,628284405,13043,10.59,61,9,628284405,9
10196,7.98644,-6.80421,-0.917924,10.532,628284407,13043,10.532,87,10,628284407,-5
10197,7.95813,-6.78249,2.0325,10.652,628284409,13044,10.652,40,11,628284409,11
10198,7.96862,-6.79383,-0.548795,10.486,628284412,13045,10.486,78,12,628284412,-3
10199,7.95329,-6.78316,2.41328,10.728,628284414,13046,10.728,41,13,628284414,13
10200,7.97445,-6.8036,-0.182971,10.484,628284416,13047,10.484,66,14,628284416,-1
10201,7.94639,-6.77966,2.79887,10.814,628284418,13047,10.814,36,15,628284418,15
10202,4.47348,-3.82882,-1.57776,6.096,628284439,13056,6.096,5,0,628284439,-15
10203,7.93825,-6.7967,0.182413,10.452,628284441,13057,10.452,78,1,628284441,1
10204,5.21131,-4.46348,-1.58411,7.042,628284444,13058,7.042,11,2,628284444,-13
10205,7.93986,-6.80288,0.547957,10.47,628284446,13059,10.47,70,3,628284446,3
10206,6.15429,-5.273,-1.57532,8.256,628284448,13059,8.256,8,4,628284448,-11
10207,7.93293,-6.79935,0.914089,10.488,628284451,13060,10.488,64,5,628284451,5
10208,7.41563,-6.35821,-1.54714,9.89,628284453,13061,9.89,5,6,628284453,-9
10209,7.9211,-6.794,1.28133,10.514,628284455,13062,10.514,68,7,628284455,7
10210,7.95005,-6.82124,-1.28621,10.554,628284458,13063,10.554,37,8,628284458,-7
10211,7.92013,-6.79557,1.65289,10.566,628284460,13063,10.566,54,9,628284460,9
10212,7.94784,-6.82175,-0.916355,10.514,628284462,13064,10.514,81,10,628284462,-5
10213,7.91982,-6.8001,2.02906,10.634,628284465,13065,10.634,46,11,628284465,11
10214,7.93155,-6.81258,-0.547957,10.47,628284467,13066,10.47,81,12,628284467,-3
10215,7.91212,-6.79829,2.40833,10.706,628284469,13067,10.706,46,13,628284469,13
10216,7.93126,-6.81714,-0.182552,10.46,628284471,13068,10.46,66,14,628284471,-1
10217,7.91297,-6.80383,2.79628,10.804,628284474,13069,10.804,33,15,628284474,15
10218,4.46009,-3.84441,-1.57776,6.096,628284494,13076,6.096,10,0,628284494,-15
10219,7.91145,-6.82176,0.182343,10.448,628284497,13077,10.448,80,1,628284497,1
10220,5.2016,-4.48673,-1.5859,7.05,628284499,13078,7.05,11,2,628284499,-13
10221,7.90214,-6.81613,0.546911,10.45,628284501,13078,10.45,72,3,628284501,3
10222,6.14774,-5.30472,-1.57837,8.272,628284504,13079,8.272,7,4,628284504,-11
10223,7.89558,-6.81528,0.912521,10.47,628284506,13080,10.47,60,5,628284506,5
10224,7.41133,-6.39955,-1.55089,9.914,628284508,13081,9.914,5,6,628284508,-9
10225,7.89434,-6.81902,1.28085,10.51,628284511,13082,10.51,68,7,628284511,7
10226,7.92168,-6.84506,-1.28548,10.548,628284513,13083,10.548,59,8,628284513,-7
10227,7.88023,-6.81164,1.64976,10.546,628284515,13084,10.546,55,9,628284515,9
10228,7.91041,-6.83773,-0.914787,10.496,628284518,13084,10.496,78,10,628284518,-5
10229,7.89455,-6.82642,2.02868,10.632,628284520,13085,10.632,52,11,628284520,11
10230,7.90168,-6.835,-0.547539,10.462,628284522,13086,10.462,81,12,628284522,-3
10231,7.87508,-6.81439,2.40428,10.688,628284524,13087,10.688,41,13,628284524,13
10232,7.89229,-6.8317,-0.182203,10.44,628284527,13088,10.44,60,14,628284527,-1
10233,7.87457,-6.81876,2.7911,10.784,628284529,13089,10.784,31,15,628284529,15
10234,4.44294,-3.85538,-1.57621,6.09,628284550,13095,6.09,7,0,628284550,-15
10235,7.87067,-6.83222,0.181924,10.424,628284552,13096,10.424,78,1,628284552,1
10236,5.19552,-4.51162,-1.5886,7.062,628284554,13097,7.062,11,2,628284554,-13
10237,7.87044,-6.83444,0.546283,10.438,628284557,13097,10.438,72,3,628284557,3
10238,6.13308,-5.32765,-1.57914,8.276,628284559,13098,8.276,7,4,628284559,-11
10239,7.84737,-6.81921,0.909557,10.436,628284561,13099,10.436,59,5,628284561,5
10240,7.39604,-6.42928,-1.55214,9.922,628284564,13100,9.922,7,6,628284564,-9
10241,7.86569,-6.83995,1.27987,10.502,628284566,13101,10.502,65,7,628284566,7
10242,7.88846,-6.86217,-1.28377,10.534,628284568,13102,10.534,52,8,628284568,-7
10243,7.85283,-6.83117,1.64851,10.538,628284571,13102,10.538,58,9,628284571,9
10244,7.87417,-6.85215,-0.913218,10.478,628284573,13103,10.478,85,10,628284573,-5
10245,7.84669,-6.83065,2.02219,10.598,628284575,13104,10.598,46,11,628284575,11
10246,7.87445,-6.85723,-0.547225,10.456,628284577,13105,10.456,84,12,628284577,-3
10247,7.84362,-6.83279,2.40158,10.676,628284580,13106,10.676,41,13,628284580,13
10248,7.86055,-6.84995,-0.181994,10.428,628284582,13107,10.428,66,14,628284582,-1
10249,7.83299,-6.82834,2.78438,10.758,628284584,13108,10.758,33,15,628284584,15
10250,4.44254,-3.88231,-1.58087,6.108,628284605,13115,6.108,10,0,628284605,-15
10251,7.83171,-6.8465,0.181575,10.404,628284607,13116,10.404,80,1,628284607,1
10252,5.17681,-4.52717,-1.5877,7.058,628284610,13117,7.058,11,2,628284610,-13
10253,7.84203,-6.85793,0.545969,10.432,628284612,13117,10.432,75,3,628284612,3
10254,6.12479,-5.35807,-1.58181,8.29,628284614,13118,8.29,6,4,628284614,-11
10255,7.81752,-6.84131,0.90886,10.428,628284617,13119,10.428,59,5,628284617,5
10256,7.37652,-6.45766,-1.55277,9.926,628284619,13120,9.926,7,6,628284619,-9
10257,7.82384,-6.85167,1.27695,10.478,628284621,13121,10.478,65,7,628284621,7
10258,7.86744,-6.89228,-1.28426,10.538,628284624,13122,10.538,34,8,628284624,-7
10259,7.82299,-6.85334,1.64725,10.53,628284626,13122,10.53,58,9,628284626,9
10260,7.83971,-6.8704,-0.911998,10.464,628284628,13123,10.464,87,10,628284628,-5
10261,7.80656,-6.84376,2.018,10.576,628284630,13124,10.576,47,11,628284630,11
10262,7.83695,-6.87282,-0.546283,10.438,628284633,13125,10.438,78,12,628284633,-3
10263,7.81386,-6.85499,2.39978,10.668,628284635,13126,10.668,42,13,628284635,13
10264,7.83058,-6.87207,-0.181854,10.42,628284637,13127,10.42,66,14,628284637,-1
10265,7.80475,-6.85181,2.78282,10.752,628284640,13128,10.752,31,15,628284640,15
10266,4.43912,-3.90673,-1.58449,6.122,628284660,13135,6.122,7,0,628284660,-15
10267,7.80026,-6.86718,0.1814,10.394,628284663,13136,10.394,84,1,628284663,1
10268,5.1522,-4.53748,-1.58501,7.046,628284665,13137,7.046,11,2,628284665,-13
10269,7.80155,-6.87074,0.544817,10.41,628284667,13137,10.41,70,3,628284667,3
10270,6.11636,-5.3885,-1.58448,8.304,628284670,13138,8.304,7,4,628284670,-11
10271,7.78313,-6.85934,0.90764,10.414,628284672,13139,10.414,60,5,628284672,5
10272,7.3569,-6.48598,-1.55339,9.93,628284674,13140,9.93,7,6,628284674,-9
10273,7.78797,-6.86843,1.275,10.462,628284676,13141,10.462,73,7,628284676,7
10274,7.81803,-6.89737,-1.28012,10.504,628284679,13142,10.504,34,8,628284679,-7
10275,7.79013,-6.87276,1.64538,10.518,628284681,13142,10.518,58,9,628284681,9
10276,7.80821,-6.89114,-0.911126,10.454,628284683,13143,10.454,92,10,628284683,-5
10277,7.77527,-6.86447,2.01609,10.566,628284686,13144,10.566,46,11,628284686,11
10278,7.79644,-6.88559,-0.545131,10.416,628284688,13145,10.416,84,12,628284688,-3
10279,7.77382,-6.86803,2.39483,10.646,628284690,13146,10.646,45,13,628284690,13
10280,7.80355,-6.89671,-0.181784,10.416,628284693,13147,10.416,63,14,628284693,-1
10281,7.77474,-6.87126,2.78023,10.742,628284695,13147,10.742,35,15,628284695,15
10282,4.42401,-3.92092,-1.58397,6.12,628284716,13155,6.12,5,0,628284716,-15
10283,7.77325,-6.89172,0.181331,10.39,628284718,13156,10.39,86,1,628284718,1
10284,5.15382,-4.57095,-1.5904,7.07,628284720,13157,7.07,11,2,628284720,-13
10285,7.75361,-6.87672,0.543143,10.378,628284723,13157,10.378,65,3,628284723,3
10286,6.09458,-5.40722,-1.58371,8.3,628284725,13158,8.3,7,4,628284725,-11
10287,7.75616,-6.88382,0.907291,10.41,628284727,13159,10.41,61,5,628284727,5
10288,7.34012,-6.51687,-1.55465,9.938,628284729,13160,9.938,7,6,628284729,-9
10289,7.74762,-6.88108,1.27232,10.44,628284732,13161,10.44,71,7,628284732,7
10290,7.77758,-6.91012,-1.27743,10.482,628284734,13162,10.482,35,8,628284734,-7
10291,7.75428,-6.88942,1.64287,10.502,628284736,13162,10.502,61,9,628284736,9
10292,7.78262,-6.91703,-0.910952,10.452,628284739,13163,10.452,94,10,628284739,-5
10293,7.75126,-6.89157,2.01609,10.566,628284741,13164,10.566,49,11,628284741,11
10294,7.7649,-6.90613,-0.544608,10.406,628284743,13165,10.406,87,12,628284743,-3
10295,7.7367,-6.88346,2.39078,10.628,628284746,13166,10.628,42,13,628284746,13
10296,7.75553,-6.90264,-0.181226,10.384,628284748,13167,10.384,61,14,628284748,-1
10297,7.74374,-6.89457,2.77816,10.734,628284750,13168,10.734,35,15,628284750,15
10298,4.40453,-3.93119,-1.5819,6.112,628284771,13175,6.112,5,0,628284771,-15
10299,7.7402,-6.91082,0.181121,10.378,628284773,13176,10.378,82,1,628284773,1
10300,5.13493,-4.58632,-1.5895,7.066,628284776,13177,7.066,13,2,628284776,-13
10301,7.72658,-6.90109,0.542933,10.374,628284778,13177,10.374,65,3,628284778,3
10302,6.07566,-5.42846,-1.58371,8.3,628284780,13178,8.3,8,4,628284780,-11
10303,7.7202,-6.90023,0.905897,10.394,628284782,13179,10.394,64,5,628284782,5
10304,7.33206,-6.55561,-1.55777,9.958,628284785,13180,9.958,7,6,628284785,-9
10305,7.71467,-6.90014,1.27085,10.428,628284787,13181,10.428,68,7,628284787,7
10306,7.74158,-6.92663,-1.27548,10.466,628284789,13182,10.466,35,8,628284789,-7
10307,7.71399,-6.90195,1.63943,10.48,628284792,13182,10.48,63,9,628284792,9
10308,7.74358,-6.93086,-0.909209,10.432,628284794,13183,10.432,94,10,628284794,-5
10309,7.71399,-6.9068,2.01265,10.548,628284796,13184,10.548,45,11,628284796,11
10310,7.73182,-6.92519,-0.54398,10.394,628284799,13185,10.394,84,12,628284799,-3
10311,7.70246,-6.90132,2.38763,10.614,628284801,13186,10.614,38,13,628284801,13
10312,7.71649,-6.91632,-0.180877,10.364,628284803,13187,10.364,65,14,628284803,-1
10313,7.70069,-6.90216,2.77092,10.706,628284806,13187,10.706,38,15,628284806,15
10314,4.38647,-3.94267,-1.58035,6.106,628284826,13195,6.106,7,0,628284826,-15
10315,7.70116,-6.92442,0.180772,10.358,628284829,13196,10.358,84,1,628284829,1
10316,5.13338,-4.61725,-1.594,7.086,628284831,13197,7.086,17,2,628284831,-13
10317,7.69651,-6.92267,0.542515,10.366,628284833,13197,10.366,65,3,628284833,3
10318,6.06544,-5.45751,-1.586,8.312,628284835,13198,8.312,7,4,628284835,-11
10319,7.67533,-6.90847,0.903456,10.366,628284838,13199,10.366,70,5,628284838,5
10320,7.30619,-6.57852,-1.55715,9.954,628284840,13200,9.954,7,6,628284840,-9
10321,7.68612,-6.92304,1.27012,10.422,628284842,13201,10.422,73,7,628284842,7
10322,7.71145,-6.9483,-1.27451,10.458,628284845,13202,10.458,35,8,628284845,-7
10323,7.68278,-6.92489,1.63818,10.472,628284847,13203,10.472,63,9,628284847,9
10324,7.70602,-6.94585,-0.90764,10.414,628284849,13203,10.414,92,10,628284849,-5
10325,7.67234,-6.91791,2.00807,10.524,628284852,13204,10.524,47,11,628284852,11
10326,7.70167,-6.94679,-0.543561,10.386,628284854,13205,10.386,90,12,628284854,-3
10327,7.67254,-6.92295,2.38583,10.606,628284856,13206,10.606,40,13,628284856,13
10328,7.68637,-6.93786,-0.180737,10.356,628284859,13207,10.356,66,14,628284859,-1
10329,7.66817,-6.92386,2.76833,10.696,628284861,13208,10.696,38,15,628284861,15
10330,4.39412,-3.97457,-1.5876,6.134,628284882,13213,6.134,7,0,628284882,-15
10331,7.66009,-6.93114,0.180318,10.332,628284884,13214,10.332,80,1,628284884,1
10332,5.11596,-4.63074,-1.5931,7.082,628284886,13215,7.082,19,2,628284886,-13
10333,7.66288,-6.9361,0.541677,10.35,628284888,13215,10.35,55,3,628284888,3
10334,6.04826,-5.47654,-1.586,8.312,628284891,13216,8.312,7,4,628284891,-11
10335,7.64768,-6.9272,0.902759,10.358,628284893,13217,10.358,68,5,628284893,5
10336,7.28549,-6.60144,-1.55715,9.954,628284895,13218,9.954,7,6,628284895,-9
10337,7.63933,-6.92449,1.26598,10.388,628284898,13219,10.388,68,7,628284898,7
10338,7.68665,-6.96982,-1.27402,10.454,628284900,13220,10.454,35,8,628284900,-7
10339,7.65781,-6.94367,1.63724,10.466,628284902,13220,10.466,61,9,628284902,9
10340,7.67531,-6.96199,-0.906594,10.402,628284905,13221,10.402,92,10,628284905,-5
10341,7.63748,-6.9301,2.00464,10.506,628284907,13222,10.506,45,11,628284907,11
10342,7.66206,-6.95484,-0.542305,10.362,628284909,13223,10.362,84,12,628284909,-3
10343,7.63921,-6.93654,2.38223,10.59,628284912,13224,10.59,45,13,628284912,13
10344,7.65565,-6.9539,-0.180528,10.344,628284914,13225,10.344,65,14,628284914,-1
10345,7.63187,-6.9323,2.76263,10.674,628284916,13225,10.674,40,15,628284916,15
10346,4.37022,-3.98078,-1.58397,6.12,628284937,13233,6.12,10,0,628284937,-15
10347,7.63437,-6.95649,0.180283,10.33,628284939,13234,10.33,82,1,628284939,1
10348,5.09544,-4.64463,-1.59175,7.076,628284941,13235,7.076,19,2,628284941,-13
10349,7.6209,-6.94666,0.540421,10.326,628284944,13235,10.326,57,3,628284944,3
10350,6.03491,-5.50291,-1.58753,8.32,628284946,13236,8.32,8,4,628284946,-11
10351,7.61904,-6.94983,0.902236,10.352,628284948,13237,10.352,71,5,628284948,5
10352,7.2624,-6.62684,-1.55715,9.954,628284951,13238,9.954,5,6,628284951,-9
10353,7.61511,-6.95111,1.26598,10.388,628284953,13239,10.388,66,7,628284953,7
10354,7.65054,-6.98591,-1.27207,10.438,628284955,13240,10.438,56,8,628284955,-7
10355,7.61918,-6.9597,1.63443,10.448,628284958,13241,10.448,66,9,628284958,9
10356,7.64067,-6.97933,-0.905374,10.388,628284960,13241,10.388,94,10,628284960,-5
10357,7.60745,-6.95142,2.00311,10.498,628284962,13242,10.498,42,11,628284962,11
10358,7.62152,-6.96672,-0.541154,10.34,628284964,13243,10.34,84,12,628284964,-3
10359,7.60057,-6.95001,2.37773,10.57,628284967,13244,10.57,40,13,628284967,13
10360,7.63133,-6.98058,-0.180528,10.344,628284969,13245,10.344,63,14,628284969,-1
10361,7.60926,-6.96283,2.76367,10.678,628284971,13246,10.678,40,15,628284971,15
10362,4.36626,-4.00515,-1.5876,6.134,628284992,13253,6.134,7,0,628284992,-15
10363,7.59825,-6.97228,0.180004,10.314,628284994,13254,10.314,86,1,628284994,1
10364,5.08781,-4.67029,-1.59445,7.088,628284997,13255,7.088,21,2,628284997,-13
10365,7.58362,-6.96373,0.539584,10.31,628284999,13256,10.31,65,3,628284999,3
10366,6.01277,-5.52129,-1.58677,8.316,628285001,13256,8.316,7,4,628285001,-11
10367,7.58446,-6.96695,0.901016,10.338,628285004,13257,10.338,68,5,628285004,5
10368,7.24504,-6.65749,-1.5584,9.962,628285006,13258,9.962,5,6,628285006,-9
10369,7.58057,-6.96825,1.26427,10.374,628285008,13259,10.374,73,7,628285008,7
10370,7.61442,-7.00182,-1.27012,10.422,628285011,13260,10.422,66,8,628285011,-7
10371,7.58442,-6.97424,1.63192,10.432,628285013,13260,10.432,63,9,628285013,9
10372,7.61039,-7.00057,-0.904677,10.38,628285015,13261,10.38,99,10,628285015,-5
10373,7.58314,-6.97794,2.00311,10.498,628285017,13262,10.498,44,11,628285017,11
10374,7.58981,-6.98652,-0.54063,10.33,628285020,13263,10.33,84,12,628285020,-3
10375,7.56623,-6.96726,2.37458,10.556,628285022,13264,10.556,41,13,628285022,13
10376,7.58485,-6.98686,-0.180004,10.314,628285024,13265,10.314,71,14,628285024,-1
10377,7.57476,-6.97756,2.75953,10.662,628285027,13265,10.662,36,15,628285027,15
10378,4.3409,-4.00988,-1.58345,6.118,628285047,13273,6.118,10,0,628285047,-15
10379,7.568,-6.99333,0.179864,10.306,628285050,13274,10.306,82,1,628285050,1
10380,5.07434,-4.69067,-1.59535,7.092,628285052,13275,7.092,19,2,628285052,-13
10381,7.55634,-6.98745,0.539374,10.306,628285054,13276,10.306,70,3,628285054,3
10382,5.99923,-5.54757,-1.58829,8.324,628285057,13276,8.324,7,4,628285057,-11
10383,7.54547,-6.97985,0.899273,10.318,628285059,13277,10.318,67,5,628285059,5
10384,7.23336,-6.69347,-1.5609,9.978,628285061,13278,9.978,7,6,628285061,-9
10385,7.54891,-6.98792,1.26305,10.364,628285064,13279,10.364,66,7,628285064,7
10386,7.56954,-7.00947,-1.26671,10.394,628285066,13280,10.394,60,8,628285066,-7
10387,7.54432,-6.98856,1.6288,10.412,628285068,13281,10.412,66,9,628285068,9
10388,7.56252,-7.00542,-0.901888,10.348,628285070,13281,10.348,78,10,628285070,-5
10389,7.55297,-6.99903,2.00159,10.49,628285073,13282,10.49,45,11,628285073,11
10390,7.55805,-7.00618,-0.540107,10.32,628285075,13283,10.32,87,12,628285075,-3
10391,7.53186,-6.98435,2.37143,10.542,628285077,13284,10.542,46,13,628285077,13
10392,7.54723,-7.00105,-0.17969,10.296,628285080,13285,10.296,68,14,628285080,-1
10393,7.53214,-6.9895,2.75332,10.638,628285082,13286,10.638,37,15,628285082,15
10394,4.33891,-4.03761,-1.58811,6.136,628285103,13294,6.136,10,0,628285103,-15
10395,7.52329,-7.00331,0.179411,10.28,628285105,13295,10.28,80,1,628285105,1
10396,5.06282,-4.71455,-1.59715,7.1,628285107,13296,7.1,19,2,628285107,-13
10397,7.52191,-7.00693,0.538746,10.294,628285110,13297,10.294,72,3,628285110,3
10398,5.9846,-5.57488,-1.58982,8.332,628285112,13297,8.332,7,4,628285112,-11
10399,7.50672,-6.99523,0.897704,10.3,628285114,13298,10.3,64,5,628285114,5
10400,7.20733,-6.71859,-1.56059,9.976,628285117,13299,9.976,10,6,628285117,-9
10401,7.51599,-7.00878,1.26184,10.354,628285119,13300,10.354,68,7,628285119,7
10402,7.54235,-7.03582,-1.26647,10.392,628285121,13301,10.392,67,8,628285121,-7
10403,7.51121,-7.00677,1.62692,10.4,628285123,13301,10.4,66,9,628285123,9
10404,7.51786,-7.01542,-0.899622,10.322,628285126,13302,10.322,81,10,628285126,-5
10405,7.51292,-7.01327,1.99777,10.47,628285128,13303,10.47,49,11,628285128,11
10406,7.52356,-7.02566,-0.539479,10.308,628285130,13304,10.308,87,12,628285130,-3
10407,7.49909,-7.00526,2.36918,10.532,628285133,13305,10.532,50,13,628285133,13
10408,7.51275,-7.02047,-0.179481,10.284,628285135,13306,10.284,66,14,628285135,-1
10409,7.4964,-7.0052,2.74918,10.622,628285137,13306,10.622,37,15,628285137,15
10410,4.30505,-4.03424,-1.58087,6.108,628285158,13314,6.108,10,0,628285158,-15
10411,7.48566,-7.01722,0.179097,10.262,628285160,13315,10.262,78,1,628285160,1
10412,5.05202,-4.73753,-1.59895,7.108,628285163,13316,7.108,19,2,628285163,-13
10413,7.49303,-7.02905,0.538432,10.288,628285165,13317,10.288,67,3,628285165,3
10414,5.97083,-5.6011,-1.59135,8.34,628285167,13317,8.34,7,4,628285167,-11
10415,7.47499,-7.01458,0.896833,10.29,628285170,13318,10.29,61,5,628285170,5
10416,7.17807,-6.7383,-1.55934,9.968,628285172,13319,9.968,10,6,628285172,-9
10417,7.46833,-7.01323,1.25794,10.322,628285174,13320,10.322,68,7,628285174,7
10418,7.5134,-7.05802,-1.26574,10.386,628285176,13321,10.386,64,8,628285176,-7
10419,7.4826,-7.03155,1.62629,10.396,628285179,13322,10.396,63,9,628285179,9
10420,7.48752,-7.03617,-0.898924,10.314,628285181,13322,10.314,85,10,628285181,-5
10421,7.46121,-7.0139,1.99052,10.432,628285183,13323,10.432,53,11,628285183,11
10422,7.48444,-7.0382,-0.538432,10.288,628285186,13324,10.288,78,12,628285186,-3
10423,7.46607,-7.02338,2.36649,10.52,628285188,13325,10.52,50,13,628285188,13
10424,7.47946,-7.03843,-0.179271,10.272,628285190,13326,10.272,63,14,628285190,-1
10425,7.46505,-7.02733,2.74711,10.614,628285193,13327,10.614,37,15,628285193,15
10426,4.31554,-4.07103,-1.58967,6.142,628285213,13333,6.142,7,0,628285213,-15
10427,7.45217,-7.0324,0.178852,10.248,628285216,13334,10.248,71,1,628285216,1
10428,5.03061,-4.7489,-1.59715,7.1,628285218,13335,7.1,26,2,628285218,-13
10429,7.45807,-7.04289,0.537595,10.272,628285220,13336,10.272,67,3,628285220,3
10430,5.95651,-5.62492,-1.59249,8.346,628285223,13336,8.346,6,4,628285223,-11
10431,7.443,-7.03112,0.895787,10.278,628285225,13337,10.278,61,5,628285225,5
10432,7.16718,-6.77292,-1.56184,9.984,628285227,13338,9.984,10,6,628285227,-9
10433,7.43926,-7.0325,1.25696,10.314,628285229,13339,10.314,65,7,628285229,7
10434,7.47121,-7.06517,-1.26257,10.36,628285232,13340,10.36,66,8,628285232,-7
10435,7.44469,-7.04009,1.62285,10.374,628285234,13340,10.374,61,9,628285234,9
10436,7.4627,-7.05959,-0.89875,10.312,628285236,13341,10.312,94,10,628285236,-5
10437,7.43934,-7.03995,1.9909,10.434,628285239,13342,10.434,63,11,628285239,11
10438,7.44365,-7.0465,-0.537176,10.264,628285241,13343,10.264,81,12,628285241,-3
10439,7.43284,-7.03872,2.36334,10.506,628285243,13344,10.506,53,13,628285243,13
10440,7.45317,-7.06045,-0.179201,10.268,628285246,13345,10.268,63,14,628285246,-1
10441,7.43452,-7.04278,2.744,10.602,628285248,13345,10.602,39,15,628285248,15
10442,4.2943,-4.07941,-1.58708,6.132,628285269,13353,6.132,10,0,628285269,-15
10443,7.42468,-7.05562,0.178782,10.244,628285271,13354,10.244,71,1,628285271,1
10444,5.01965,-4.7718,-1.59895,7.108,628285273,13355,7.108,27,2,628285273,-13
10445,7.41462,-7.05098,0.536234,10.246,628285276,13356,10.246,65,3,628285276,3
10446,5.93257,-5.64162,-1.59135,8.34,628285278,13356,8.34,7,4,628285278,-11
10447,7.41408,-7.05294,0.895264,10.272,628285280,13357,10.272,63,5,628285280,5
10448,7.14635,-6.80062,-1.56247,9.988,628285282,13358,9.988,10,6,628285282,-9
10449,7.40892,-7.05295,1.25599,10.306,628285285,13359,10.306,65,7,628285285,7
10450,7.42925,-7.07478,-1.25964,10.336,628285287,13360,10.336,67,8,628285287,-7
10451,7.40576,-7.05241,1.61972,10.354,628285289,13360,10.354,58,9,628285289,9
10452,7.43224,-7.0801,-0.898053,10.304,628285292,13361,10.304,87,10,628285292,-5
10453,7.41045,-7.06181,1.98976,10.428,628285294,13362,10.428,53,11,628285294,11
10454,7.41034,-7.06417,-0.536548,10.252,628285296,13363,10.252,84,12,628285296,-3
10455,7.39694,-7.05386,2.35974,10.49,628285299,13364,10.49,55,13,628285299,13
10456,7.41401,-7.07262,-0.178852,10.248,628285301,13365,10.248,65,14,628285301,-1
10457,7.40151,-7.06069,2.74089,10.59,628285303,13365,10.59,40,15,628285303,15
10458,4.28773,-4.10031,-1.58967,6.142,628285324,13372,6.142,10,0,628285324,-15
10459,7.39257,-7.0719,0.178573,10.232,628285326,13373,10.232,78,1,628285326,1
10460,5.01084,-4.79516,-1.6012,7.118,628285329,13374,7.118,24,2,628285329,-13
10461,7.38377,-7.06596,0.535606,10.234,628285331,13374,10.234,65,3,628285331,3
10462,5.91666,-5.66397,-1.59211,8.344,628285333,13375,8.344,7,4,628285333,-11
10463,7.37051,-7.05819,0.892823,10.244,628285335,13376,10.244,59,5,628285335,5
10464,7.12804,-6.82838,-1.56341,9.994,628285338,13377,9.994,13,6,628285338,-9
10465,7.37975,-7.07199,1.25501,10.298,628285340,13378,10.298,65,7,628285340,7
10466,7.40288,-7.09663,-1.25915,10.332,628285342,13379,10.332,66,8,628285342,-7
10467,7.37093,-7.066,1.61722,10.338,628285345,13379,10.338,61,9,628285345,9
10468,7.38715,-7.08402,-0.895438,10.274,628285347,13380,10.274,85,10,628285347,-5
10469,7.38275,-7.08227,1.98861,10.422,628285349,13381,10.422,47,11,628285349,11
10470,7.38399,-7.08594,-0.536339,10.248,628285352,13382,10.248,84,12,628285352,-3
10471,7.3707,-7.07566,2.35884,10.486,628285354,13383,10.486,55,13,628285354,13
10472,7.37321,-7.08054,-0.178433,10.224,628285356,13384,10.224,66,14,628285356,-1
10473,7.36691,-7.07449,2.73675,10.574,628285358,13384,10.574,39,15,628285358,15
10474,4.26365,-4.10587,-1.58604,6.128,628285379,13392,6.128,10,0,628285379,-15
10475,7.352,-7.08241,0.178189,10.21,628285382,13393,10.21,86,1,628285382,1
10476,4.99688,-4.81533,-1.6021,7.122,628285384,13394,7.122,24,2,628285384,-13
10477,7.35475,-7.08753,0.535292,10.228,628285386,13394,10.228,67,3,628285386,3
10478,5.89403,-5.68187,-1.59135,8.34,628285388,13395,8.34,8,4,628285388,-11
10479,7.33292,-7.07143,0.891255,10.226,628285391,13396,10.226,60,5,628285391,5
10480,7.10416,-6.85322,-1.56341,9.994,628285393,13397,9.994,7,6,628285393,-9
10481,7.34931,-7.09219,1.25404,10.29,628285395,13398,10.29,73,7,628285395,7
10482,7.36807,-7.11277,-1.25745,10.318,628285398,13399,10.318,64,8,628285398,-7
10483,7.33645,-7.08473,1.61534,10.326,628285400,13400,10.326,61,9,628285400,9
10484,7.35378,-7.10146,-0.894392,10.262,628285402,13400,10.262,92,10,628285402,-5
10485,7.33539,-7.08617,1.98251,10.39,628285405,13401,10.39,56,11,628285405,11
